2525Charlie1stTen,2525Charlie,2525DeltaSymbolSet,2525DeltaEntity,2525DeltaMod1,2525DeltaMod2,LegacyMappingStatus,Remarks
,,10,162500,00,00,,
,,10,162600,00,00,,
S*GPUSAO--,S*GPUSAO--*****,10,162700,00,00,,
S*GPUSAOC-,S*GPUSAOC-*****,10,162797,00,00,,
S*GPUSAOT-,S*GPUSAOT-*****,10,162798,00,00,,
S*GPUSAP--,S*GPUSAP--*****,10,162800,00,00,,
S*GPUSAPC-,S*GPUSAPC-*****,10,162897,00,00,,
S*GPUSAPT-,S*GPUSAPT-*****,10,162898,00,00,,
S*GPUSAQ--,S*GPUSAQ--*****,10,162900,00,00,,
S*GPUSAQC-,S*GPUSAQC-*****,10,162997,00,00,,
S*GPUSAQT-,S*GPUSAQT-*****,10,162998,00,00,,
S*GPUSTR--,S*GPUSTR--*****,10,163000,00,00,,
S*GPUSTRC-,S*GPUSTRC-*****,10,163097,00,00,,
S*GPUSTRT-,S*GPUSTRT-*****,10,163098,00,00,,
S*GPUSAR--,S*GPUSAR--*****,10,163100,00,00,,
S*GPUSART-,S*GPUSART-*****,10,163197,00,00,,
S*GPUSARC-,S*GPUSARC-*****,10,163198,00,00,,
S*GPUSAX--,S*GPUSAX--*****,10,163200,00,00,,
S*GPUSAXC-,S*GPUSAXC-*****,10,163297,00,00,,
S*GPUSAXT-,S*GPUSAXT-*****,10,163298,00,00,,
S*GPUSTS--,S*GPUSTS--*****,10,163300,00,00,,
S*GPUSTSC-,S*GPUSTSC-*****,10,163397,00,00,,
S*GPUSTST-,S*GPUSTST-*****,10,163398,00,00,,
S*GPUSS---,S*GPUSS---*****,10,163400,00,00,,
S*GPUSSC--,S*GPUSSC--*****,10,163497,00,00,,
S*GPUSST--,S*GPUSST--*****,10,163498,00,00,,
S*GPUSAPM-,S*GPUSAPM-*****,10,163500,00,00,,
S*GPUSAPMC,S*GPUSAPMC*****,10,163597,00,00,,
S*GPUSAPMT,S*GPUSAPMT*****,10,163598,00,00,,
S*GPUST---,S*GPUST---*****,10,163600,00,00,,
S*GPUSTI--,S*GPUSTI--*****,10,163600,34,00,,
S*GPUSTM--,S*GPUSTM--*****,10,163600,38,00,,
S*GPUSTC--,S*GPUSTC--*****,10,163697,00,00,,
S*GPUSTT--,S*GPUSTT--*****,10,163698,00,00,,
S*GPUSTIC-,S*GPUSTIC-*****,10,163698,34,00,,
S*GPUSTIT-,S*GPUSTIT-*****,10,163698,34,00,,
S*GPUSTMC-,S*GPUSTMC-*****,10,163698,38,00,,
S*GPUSTMT-,S*GPUSTMT-*****,10,163698,38,00,,
S*GPUSS1--,S*GPUSS1--*****,10,163700,00,00,,
S*GPUSS1C-,S*GPUSS1C-*****,10,163797,00,00,,
S*GPUSS1T-,S*GPUSS1T-*****,10,163798,00,00,,
S*GPUSS2--,S*GPUSS2--*****,10,163800,00,00,,
S*GPUSS2C-,S*GPUSS2C-*****,10,163897,00,00,,
S*GPUSS2T-,S*GPUSS2T-*****,10,163898,00,00,,
S*GPUSS3--,S*GPUSS3--*****,10,163900,00,00,,
S*GPUSS3A-,S*GPUSS3A-*****,10,163900,78,00,,
S*GPUSS3C-,S*GPUSS3C-*****,10,163997,00,00,,
S*GPUSS3T-,S*GPUSS3T-*****,10,163998,00,00,,
S*GPUSS4--,S*GPUSS4--*****,10,164000,00,00,,
S*GPUSS4C-,S*GPUSS4C-*****,10,164097,00,00,,
S*GPUSS4T-,S*GPUSS4T-*****,10,164098,00,00,,
S*GPUSS5--,S*GPUSS5--*****,10,164100,00,00,,
S*GPUSS5C-,S*GPUSS5C-*****,10,164197,00,00,,
S*GPUSS5T-,S*GPUSS5T-*****,10,164198,00,00,,
S*GPUSS6--,S*GPUSS6--*****,10,164200,00,00,,
S*GPUSS6C-,S*GPUSS6C-*****,10,164297,00,00,,
S*GPUSS6T-,S*GPUSS6T-*****,10,164298,00,00,,
S*GPUSS7--,S*GPUSS7--*****,10,164300,00,00,,
S*GPUSS7C-,S*GPUSS7C-*****,10,164397,00,00,,
S*GPUSS7T-,S*GPUSS7T-*****,10,164398,00,00,,
S*GPUSS8--,S*GPUSS8--*****,10,164400,00,00,,
S*GPUSS8C-,S*GPUSS8C-*****,10,164497,00,00,,
S*GPUSS8T-,S*GPUSS8T-*****,10,164498,00,00,,
S*GPUSS9--,S*GPUSS9--*****,10,164500,00,00,,
S*GPUSS9C-,S*GPUSS9C-*****,10,164597,00,00,,
S*GPUSS9T-,S*GPUSS9T-*****,10,164598,00,00,,
S*GPUSSX--,S*GPUSSX--*****,10,164600,00,00,,
S*GPUSSXC-,S*GPUSSXC-*****,10,164697,00,00,,
S*GPUSSXT-,S*GPUSSXT-*****,10,164698,00,00,,
S*GPUSSW--,S*GPUSSW--*****,10,164700,00,00,,
S*GPUSSWC-,S*GPUSSWC-*****,10,164797,00,00,,
S*GPUSSWT-,S*GPUSSWT-*****,10,164798,00,00,,
S*GPUSSWP-,S*GPUSSWP-*****,10,164800,00,00,,
S*GPUSSWPC,S*GPUSSWPC*****,10,164897,00,00,,
S*GPUSSWPT,S*GPUSSWPT*****,10,164898,00,00,,
S*GPUSAPB-,S*GPUSAPB-*****,10,164900,00,00,,
S*GPUSAPBC,S*GPUSAPBC*****,10,164997,00,00,,
S*GPUSAPBT,S*GPUSAPBT*****,10,164998,00,00,,
,,10,170000,00,00,,
,,10,170100,00,00,,
S*FPN-----,S*FPN-----*****,10,170100,63,00,,
,,10,180000,00,00,,
,,10,180100,00,00,,
,,10,180200,00,00,,
,,10,180300,00,00,,
,,10,180400,00,00,,
E*OPBA----,E*OPBA----*****,10,190000,00,00,,
,,10,190100,00,00,,
E*OPDA----,E*OPDA----*****,10,200000,00,00,,
E*OPDDA---,EFOPDDA---*****,10,200100,00,00,,
E*OPDEA---,E*OPDEA---*****,10,200200,00,00,,
E*OPDFA---,E*OPDFA---*****,10,200300,00,00,,
E*OPDGA---,EFOPDGA---*****,10,200400,00,00,,
E*OPDHA---,EFOPDHA---*****,10,200500,00,00,,
E*OPDIA---,EFOPDIA---*****,10,200600,00,00,,
S*GPUULC--,S*GPUULC--*****,10,200700,00,00,,
,,10,200800,00,00,,
E*OPDLA---,EFOPDLA---*****,10,200900,00,00,,
E*OPDMA---,EFOPDMA---*****,10,201000,00,00,,
E*OPDNA---,E*OPDNA---*****,10,201100,00,00,,
E*OPDOA---,EFOPDOA---*****,10,201200,00,00,,
,,10,201300,00,00,,
,,11,110000,00,00,,
,,11,110100,00,00,,
,,11,110200,00,00,,
O*PP------,O*PP------*****,11,110300,00,00,,
O*OPK-----,O*OPK-----*****,11,110300,05,00,,
O*PPA-----,O*PPA-----*****,11,110300,13,00,,
O*RP------,O*RP------*****,11,110300,07,00,,
O*PPB-----,O*PPB-----*****,11,110300,18,00,,
O*PPC-----,O*PPC-----*****,11,110300,19,00,,
O*GP------,O*GP------*****,11,110400,00,00,,
O*GPA-----,O*GPA-----*****,11,110400,09,00,,
O*GPE-----,O*GPE-----*****,11,110400,10,00,,
O*GPF-----,O*GPF-----*****,11,110400,11,00,,
O*GPB-----,O*GPB-----*****,11,110400,14,00,,
O*GPD-----,O*GPD-----*****,11,110400,17,00,,
O*GPC-----,O*GPC-----*****,11,110400,18,00,,
E*IPBD----,E*IPBD----*****,11,110400,24,00,,
,,11,110500,00,00,,
,,11,110600,00,00,,
,,11,110700,00,00,,
,,11,110800,00,00,,
O*OPC-----,O*OPC-----*****,11,110900,00,00,,
O*OPCB----,O*OPCB----*****,11,110900,21,00,,
O*OPCA----,O*OPCA----*****,11,110900,22,00,,
O*OPCC----,O*OPCC----*****,11,110900,23,00,,
E*OPAA----,E*OPAA----*****,11,111000,00,00,,
,,15,110000,00,00,,
S*GPEWR---,S*GPEWR---*****,15,110100,00,00,,
S*GPEWRR--,S*GPEWRR--*****,15,110101,00,00,,
S*GPEWRL--,S*GPEWRL--*****,15,110102,00,00,,
S*GPEWRH--,S*GPEWRH--*****,15,110103,00,00,,
,,15,110200,00,00,,
,,15,110201,00,00,,
,,15,110202,00,00,,
,,15,110203,00,00,,
S*GPEWZ---,S*GPEWZ---*****,15,110300,00,00,,
S*GPEWZL--,S*GPEWZL--*****,15,110301,00,00,,
S*GPEWZM--,S*GPEWZM--*****,15,110302,00,00,,
S*GPEWZH--,S*GPEWZH--*****,15,110303,00,00,,
S*GPEXF---,S*GPEXF---*****,15,110400,00,00,,
S*GPEWA---,S*GPEWA---*****,15,110500,00,00,,
S*GPEWAL--,S*GPEWAL--*****,15,110501,00,00,,
S*GPEWAM--,S*GPEWAM--*****,15,110502,00,00,,
S*GPEWAH--,S*GPEWAH--*****,15,110503,00,00,,
S*GPEWG---,S*GPEWG---*****,15,110600,00,00,,
S*GPEWGL--,S*GPEWGL--*****,15,110601,00,00,,
S*GPEWGM--,S*GPEWGM--*****,15,110602,00,00,,
S*GPEWGH--,S*GPEWGH--*****,15,110603,00,00,,
S*GPEWD---,S*GPEWD---*****,15,110700,00,00,,
S*GPEWDL--,S*GPEWDL--*****,15,110701,00,00,,
S*GPEWDM--,S*GPEWDM--*****,15,110702,00,00,,
S*GPEWDH--,S*GPEWDH--*****,15,110703,00,00,,
S*GPEWGR--,S*GPEWGR--*****,15,110800,00,00,,
,,15,110801,00,00,,
,,15,110802,00,00,,
,,15,110803,00,00,,
S*GPEWH---,S*GPEWH---*****,15,110900,00,00,,
S*GPEWHL--,S*GPEWHL--*****,15,110901,00,00,,
S*GPEWHM--,S*GPEWHM--*****,15,110902,00,00,,
S*GPEWHH--,S*GPEWHH--*****,15,110903,00,00,,
S*GPEWM---,S*GPEWM---*****,15,111000,00,00,,
,,15,111001,00,00,,
,,15,111002,00,00,,
,,15,111003,00,00,,
S*GPEWMA--,S*GPEWMA--*****,15,111100,00,00,,
S*GPEWMAS-,S*GPEWMAS-*****,15,111101,00,00,,
S*GPEWMASR,S*GPEWMASR*****,15,111102,00,00,,
S*GPEWMASE,S*GPEWMASE*****,15,111103,00,00,,
S*GPEWMAI-,S*GPEWMAI-*****,15,111104,00,00,,
S*GPEWMAIR,S*GPEWMAIR*****,15,111105,00,00,,
S*GPEWMAIE,S*GPEWMAIE*****,15,111106,00,00,,
S*GPEWMAL-,S*GPEWMAL-*****,15,111107,00,00,,
S*GPEWMALR,S*GPEWMALR*****,15,111108,00,00,,
S*GPEWMALE,S*GPEWMALE*****,15,111109,00,00,,
S*GPEWMAT-,S*GPEWMAT-*****,15,111198,00,00,,
S*GPEWMT--,S*GPEWMT--*****,15,111200,00,00,,
S*GPEWMTL-,S*GPEWMTL-*****,15,111201,00,00,,
S*GPEWMTM-,S*GPEWMTM-*****,15,111202,00,00,,
S*GPEWMTH-,S*GPEWMTH-*****,15,111203,00,00,,
S*GPEWMS--,S*GPEWMS--*****,15,111300,00,00,,
S*GPEWMSS-,S*GPEWMSS-*****,15,111301,00,00,,
S*GPEWMSI-,S*GPEWMSI-*****,15,111302,00,00,,
S*GPEWMSL-,S*GPEWMSL-*****,15,111303,00,00,,
S*GPEWO---,S*GPEWO---*****,15,111400,00,00,,
S*GPEWOL--,S*GPEWOL--*****,15,111401,00,00,,
S*GPEWOM--,S*GPEWOM--*****,15,111402,00,00,,
S*GPEWOH--,S*GPEWOH--*****,15,111403,00,00,,
S*GPEWS---,S*GPEWS---*****,15,111500,00,00,,
S*GPEWSL--,S*GPEWSL--*****,15,111501,00,00,,
S*GPEWSM--,S*GPEWSM--*****,15,111502,00,00,,
S*GPEWSH--,S*GPEWSH--*****,15,111503,00,00,,
S*GPEWX---,S*GPEWX---*****,15,111600,00,00,,
S*GPEWXL--,S*GPEWXL--*****,15,111601,00,00,,
S*GPEWXM--,S*GPEWXM--*****,15,111602,00,00,,
S*GPEWXH--,S*GPEWXH--*****,15,111603,00,00,,
S*GPEWT---,S*GPEWT---*****,15,111700,00,00,,
S*GPEWTL--,S*GPEWTL--*****,15,111701,00,00,,
S*GPEWTM--,S*GPEWTM--*****,15,111702,00,00,,
S*GPEWTH--,S*GPEWTH--*****,15,111703,00,00,,
,,15,111800,00,00,,
,,15,111900,00,00,,
,,15,112000,00,00,,
S*GPEV----,S*GPEV----*****,15,120000,00,00,,
S*GPEVA---,S*GPEVA---*****,15,120100,00,00,,
S*GPEVAI--,S*GPEVAI--*****,15,120101,00,00,,
S*GPEVAC--,S*GPEVAC--*****,15,120102,00,00,,
S*GPEVAA--,S*GPEVAA--*****,15,120103,00,00,,
S*GPEVUAA-,S*GPEVUAA-*****,15,120104,00,00,,
,,15,120105,00,00,,
,,15,120106,00,00,,
,,15,120107,00,00,,
S*GPEVAAR-,S*GPEVAAR-*****,15,120108,00,00,,
S*GPEVAS--,S*GPEVAS--*****,15,120109,00,00,,
S*GPEVAL--,S*GPEVAL--*****,15,120110,00,00,,
S*GPEVAT--,S*GPEVAT--*****,15,120200,00,00,,
S*GPEVATL-,S*GPEVATL-*****,15,120201,00,00,,
S*GPEVATM-,S*GPEVATM-*****,15,120202,00,00,,
S*GPEVATH-,S*GPEVATH-*****,15,120203,00,00,,
,,15,120300,00,00,,
S*GPEVATLR,S*GPEVATLR*****,15,120301,00,00,,
S*GPEVATMR,S*GPEVATMR-****,15,120302,00,00,,
S*GPEVATHR,S*GPEVATHR*****,15,120303,00,00,,
S*GPEVE---,S*GPEVE---*****,15,130000,00,00,,
S*GPEVEB--,S*GPEVEB--*****,15,130100,00,00,,
,,15,130200,00,00,,
,,15,130300,00,00,,
,,15,130400,00,00,,
,,15,130500,00,00,,
,,15,130600,00,00,,
,,15,130700,00,00,,
,,15,130701,00,00,,
S*GPEVEE--,S*GPEVEE--*****,15,130800,00,00,,
,,15,130801,00,00,,
S*GPEVEA--,S*GPEVEA--*****,15,130900,00,00,,
S*GPEVEAT-,S*GPEVEAT-*****,15,130901,00,00,,
S*GPEVEAA-,S*GPEVEAA-*****,15,130902,00,00,,
,,15,131000,00,00,,
,,15,131001,00,00,,
S*GPEVEMV-,S*GPEVEMV-*****,15,131002,00,00,,
S*GPEVEML-,S*GPEVEML-*****,15,131003,00,00,,
S*GPEVED--,S*GPEVED--*****,15,131100,00,00,,
S*GPEVEDA-,S*GPEVEDA-*****,15,131101,00,00,,
S*GPEVES--,S*GPEVES--*****,15,131200,00,00,,
S*GPEVER--,S*GPEVER--*****,15,131300,00,00,,
S*GPEVEH--,S*GPEVEH--*****,15,131400,00,00,,
S*GPEVEC--,S*GPEVEC--*****,15,131500,00,00,,
S*GPEVEF--,S*GPEVEF--*****,15,131600,00,00,,
,,15,140000,00,00,,
S*GPEVU---,S*GPEVU---*****,15,140100,00,00,,
,,15,140200,00,00,,
S*GPEVUA--,S*GPEVUA--*****,15,140300,00,00,,
,,15,140400,00,00,,
S*GPEVUB--,S*GPEVUB--*****,15,140500,00,00,,
S*GPEVUS--,S*GPEVUS--*****,15,140600,00,00,,
S*GPEVUSL-,S*GPEVUSL-*****,15,140601,00,00,,
S*GPEVUSM-,S*GPEVUSM-*****,15,140602,00,00,,
S*GPEVUSH-,S*GPEVUSH-*****,15,140603,00,00,,
S*GPEVUL--,S*GPEVUL--*****,15,140700,00,00,,
S*GPEVUX--,S*GPEVUX--*****,15,140800,00,00,,
,,15,140900,00,00,,
,,15,141000,00,00,,
S*GPEVUR--,S*GPEVUR--*****,15,141100,00,00,,
S*GPEVUT--,S*GPEVUT--*****,15,141200,00,00,,
S*GPEVUTL-,S*GPEVUTL-*****,15,141201,00,00,,
S*GPEVUTH-,S*GPEVUTH-*****,15,141202,00,00,,
,,15,150000,00,00,,
S*GPEVT---,S*GPEVT---*****,15,150100,00,00,,
,,15,150200,00,00,,
,,15,160000,00,00,,
S*GPEVCA--,S*GPEVCA--*****,15,160100,00,00,,
S*GPEVCAL-,S*GPEVCAL-*****,15,160101,00,00,,
S*GPEVCAM-,S*GPEVCAM-*****,15,160102,00,00,,
S*GPEVCAH-,S*GPEVCAH-*****,15,160103,00,00,,
S*GPEVCO--,S*GPEVCO--*****,15,160200,00,00,,
S*GPEVCOL-,S*GPEVCOL-*****,15,160201,00,00,,
S*GPEVCOM-,S*GPEVCOM-*****,15,160202,00,00,,
S*GPEVCOH-,S*GPEVCOH-*****,15,160203,00,00,,
S*GPEVCM--,S*GPEVCM--*****,15,160300,00,00,,
S*GPEVCML-,S*GPEVCML-*****,15,160301,00,00,,
S*GPEVCMM-,S*GPEVCMM-*****,15,160302,00,00,,
S*GPEVCMH-,S*GPEVCMH-*****,15,160303,00,00,,
S*GPEVCU--,S*GPEVCU--*****,15,160400,00,00,,
S*GPEVCUL-,S*GPEVCUL-*****,15,160401,00,00,,
S*GPEVCUM-,S*GPEVCUM-*****,15,160402,00,00,,
S*GPEVCUH-,S*GPEVCUH-*****,15,160403,00,00,,
S*GPEVCJ--,S*GPEVCJ--*****,15,160500,00,00,,
S*GPEVCJL-,S*GPEVCJL-*****,15,160501,00,00,,
S*GPEVCJM-,S*GPEVCJM-*****,15,160502,00,00,,
S*GPEVCJH-,S*GPEVCJH-*****,15,160503,00,00,,
S*GPEVCT--,S*GPEVCT--*****,15,160600,00,00,,
S*GPEVCTL-,S*GPEVCTL-*****,15,160601,00,00,,
S*GPEVCTM-,S*GPEVCTM-*****,15,160602,00,00,,
S*GPEVCTH-,S*GPEVCTH-*****,15,160603,00,00,,
S*GPEVCF--,S*GPEVCF--*****,15,160700,00,00,,
S*GPEVCFL-,S*GPEVCFL-*****,15,160701,00,00,,
S*GPEVCFM-,S*GPEVCFM-*****,15,160702,00,00,,
S*GPEVCFH-,S*GPEVCFH-*****,15,160703,00,00,,
O*IPI-----,O*IPI-----*****,15,160800,00,00,,
O*IPD-----,O*IPD-----*****,15,160900,00,00,,
E*OPDB----,E*OPDB----*****,15,170000,00,00,,
E*OPDDB---,E*OPDDB---*****,15,170100,00,00,,
E*OPDEB---,E*OPDEB---*****,15,170200,00,00,,
E*OPDFB---,E*OPDFB---*****,15,170300,00,00,,
E*OPDGB---,E*OPDGB---*****,15,170400,00,00,,
E*OPDHB---,EFOPDHB---*****,15,170500,00,00,,
E*OPDIB---,EFOPDIB---*****,15,170600,00,00,,
E*OPDJB---,EFOPDJB---*****,15,170700,00,00,,
E*OPDLB---,EFOPDLB---*****,15,170800,00,00,,
E*OPDMB---,EFOPDMB---*****,15,170900,00,00,,
,,15,171000,00,00,,
E*OPDOB---,EFOPDOB---*****,15,171100,00,00,,
S*GPEVM---,S*GPEVM---*****,15,180000,00,00,,
S*GPEVS---,S*GPEVS---*****,15,190000,00,00,,
S*GPEVST--,S*GPEVST--*****,15,190100,00,00,,
S*GPEVSR--,S*GPEVSR--*****,15,190200,00,00,,
S*GPEVSC--,S*GPEVSC--*****,15,190300,00,00,,
S*GPEVSP--,S*GPEVSP--*****,15,190400,00,00,,
S*GPEVSW--,S*GPEVSW--*****,15,190500,00,00,,
,,15,200000,00,00,,
,,15,200100,00,00,,
,,15,200200,00,00,,
,,15,200300,00,00,,
S*GPEXN---,S*GPEXN---*****,15,200400,00,00,,
,,15,200500,00,00,,
,,15,200600,00,00,,
,,15,200700,00,00,,
,,15,200800,00,00,,
,,15,200900,00,00,,
S*GPEXL---,S*GPEXL---*****,15,201000,00,00,,
,,15,201100,00,00,,
,,15,201200,00,00,,
,,15,201300,00,00,,
,,15,201400,00,00,,
E*OPAB----,E*OPAB----*****,15,201500,00,00,,
E*OPAF----,E*OPAF----*****,15,201501,00,00,,
,,15,210000,00,00,,
S*GPEXM---,S*GPEXM---*****,15,210100,00,00,,
S*GPEXMC--,S*GPEXMC--*****,15,210200,00,00,,
,,15,210300,00,00,,
S*GPEXI---,S*GPEXI---*****,15,210400,00,00,,
S*GPEXML--,S*GPEXML--*****,15,210500,00,00,,
,,15,220000,00,00,,
S*GPES----,S*GPES----*****,15,220100,00,00,,
E*OPEA----,E*OPEA----*****,15,220100,01,00,,
E*OPEB----,E*OPEB----*****,15,220100,02,00,,
E*OPEC----,E*OPEC----*****,15,220100,04,00,,
E*OPED----,E*OPED----*****,15,220100,05,00,,
E*OPEE----,E*OPEE----*****,15,220100,06,00,,
S*GPESE---,S*GPESE---*****,15,220200,00,00,,
S*GPESR---,S*GPESR---*****,15,220300,00,00,,
E*OPBB----,E*OPBB----*****,15,230000,00,00,,
E*OPAE----,E*OPAE----*****,15,230100,00,00,,
E*OPCB----,E*OPCB----*****,15,230200,00,00,,
,,15,240000,00,00,,
,,20,110000,00,00,,
S*GPIMA---,S*GPIMA---H****,20,110100,00,00,,
S*GPIME---,S*GPIME---H****,20,110200,00,00,,
,,20,110300,00,00,,
S*GPIMG---,S*GPIMG---H****,20,110400,00,00,,
O*LPB-----,O*LPB-----*****,20,110500,00,00,,
S*GPIRN---,S*GPIRN---H****,20,110600,00,00,,
S*GPIRNB--,S*GPIRNB--H****,20,110600,01,00,,
S*GPIRNC--,S*GPIRNC--H****,20,110600,02,00,,
S*GPIRNN--,S*GPIRNN--H****,20,110600,03,00,,
S*GPIPD---,S*GPIPD---H****,20,110600,04,00,,
S*GPIMC---,S*GPIMC---H****,20,110600,00,01,,
S*GPIMC---,S*GPIMC---H****,20,110600,00,02,,
,,20,110600,00,03,,
,,20,110600,00,04,,
S*GPIMN---,S*GPIMN---H****,20,110700,00,00,,
S*GPIMNB--,S*GPIMNB--H****,20,110701,00,00,,
S*GPIE----,S*GPIE----H****,20,110800,00,00,,
S*GPIG----,S*GPIG----H****,20,110900,00,00,,
O*LPG-----,O*LPG-----*****,20,111000,00,00,,
O*LPM-----,O*LPM-----*****,20,111100,00,00,,
,,20,111200,00,00,,
S*GPIRM---,S*GPIRM---H****,20,111300,00,00,,
S*GPIMM---,S*GPIMM---H****,20,111400,00,00,,
S*GPIMF---,S*GPIMF---H****,20,111500,00,00,,
S*GPIMFA--,S*GPIMFA--H****,20,111500,00,05,,
S*GPIMFP--,S*GPIMFP--H****,20,111500,00,06,,
S*GPIMFS--,S*GPIMFS--H****,20,111500,00,07,,
S*GPIMFPW-,S*GPIMFPW-H****,20,111500,00,08,,
,,20,111600,00,00,,
O*IPS-----,O*IPS-----*****,20,111700,00,00,,
O*LPW-----,O*LPW-----*****,20,111800,00,00,,
,,20,111900,00,00,,
,,20,111901,00,00,,
,,20,111902,00,00,,
,,20,112000,00,00,,
E*OPDC----,E*OPDC----H****,20,112100,00,00,,
E*OPDDC---,E*OPDDC---H****,20,112101,00,00,,
E*OPDEC---,E*OPDEC---H****,20,112102,00,00,,
E*OPDFC---,E*OPDFC---H****,20,112103,00,00,,
E*OPDGC---,EFOPDGC---H****,20,112104,00,00,,
E*OPDHC---,EFOPDHC---H****,20,112105,00,00,,
E*OPDIC---,EFOPDIC---H****,20,112106,00,00,,
E*OPDJC---,E*OPDJC---H****,20,112107,00,00,,
,,20,112108,00,00,,
E*OPDLC---,EFOPDLC---H****,20,112109,00,00,,
E*OPDMC---,EFOPDMC---H****,20,112110,00,00,,
E*OPDNC---,E*OPDNC---H****,20,112111,00,00,,
E*OPDOC---,E*OPDOC---H****,20,112112,00,00,,
E*OPBC----,E*OPBC----H****,20,112200,00,00,,
E*OPCE----,E*OPCE----H****,20,112201,00,00,,
E*OPAC----,E*OPAC----H****,20,112202,00,00,,
,,20,120000,00,00,,
E*FPA-----,E*FPA-----H****,20,120100,00,00,,
E*FPAA----,E*FPAA----H****,20,120101,00,00,,
E*FPAB----,E*FPAB----H****,20,120102,00,00,,
E*FPAC----,E*FPAC----H****,20,120103,00,00,,
E*FPAD----,E*FPAD----H****,20,120104,00,00,,
E*OPBL----,E*OPBL----H****,20,120105,00,00,,
E*FPAE----,E*FPAE----H****,20,120106,00,00,,
E*FPAF----,E*FPAF----H****,20,120107,00,00,,
E*FPAG----,E*FPAG----H****,20,120108,00,00,,
E*FPB-----,E*FPB-----H****,20,120200,00,00,,
E*FPBA----,E*FPBA----*****,20,120201,00,00,,
E*FPBB----,E*FPBB----H****,20,120202,00,00,,
E*FPBC----,E*FPBC----H****,20,120203,00,00,,
,,20,120204,00,00,,
E*FPBD----,E*FPBD----H****,20,120205,00,00,,
E*FPBE----,E*FPBE----H****,20,120206,00,00,,
E*FPBF----,E*FPBF----H****,20,120207,00,00,,
E*FPC-----,E*FPC-----H****,20,120300,00,00,,
E*FPCA----,E*FPCA----H****,20,120301,00,00,,
E*FPCB----,E*FPCB----H****,20,120302,00,00,,
E*FPCC----,E*FPCC----H****,20,120303,00,00,,
E*FPCD----,E*FPCD----H****,20,120304,00,00,,
E*FPCE----,E*FPCE----H****,20,120305,00,00,,
E*FPCF----,E*FPCF----H****,20,120306,00,00,,
E*FPCG----,E*FPCG----H****,20,120307,00,00,,
E*FPCH----,E*FPCH----H****,20,120308,00,00,,
E*FPCI----,E*FPCI----H****,20,120309,00,00,,
E*FPCJ----,E*FPCJ----H****,20,120310,00,00,,
E*FPD-----,E*FPD-----H****,20,120400,00,00,,
E*FPDA----,E*FPDA----H****,20,120401,00,00,,
E*FPDB----,E*FPDB----H****,20,120402,00,00,,
S*GPIUE---,S*GPIUE---H****,20,120500,00,00,,
,,20,120501,00,00,,
,,20,120501,07,00,,
S*GPIUEN--,S*GPIUEN--H****,20,120501,03,00,,
E*FPEA----,E*FPEA----H****,20,120502,,,,
E*FPEB----,E*FPEB----H****,20,120503,,,,
,,20,120504,,,,
S*GPIRP---,S*GPIRP---H****,20,120505,,,,
E*FPEE----,E*FPEE----H****,20,120506,,,,
E*FPF-----,E*FPF-----H****,20,120600,,,,
,,20,120700,,,,
S*GPIX----,S*GPIX----H****,20,120701,,,,
S*GPIXH---,S*GPIXH---H****,20,120702,,,,
E*FPG-----,E*FPG-----H****,20,120800,,,,
E*FPGA----,E*FPGA----H****,20,120801,,,,
S*GPIB----,S*GPIB----H****,20,120802,,,,
E*FPH-----,E*FPH-----H****,20,120900,,,,
E*FPHA----,E*FPHA----H****,20,120901,,,,
E*FPHB----,E*FPHB----H****,20,120902,,,,
E*FPI-----,E*FPI-----H****,20,121000,,,,
E*FPIA----,E*FPIA----H****,20,121001,,,,
E*FPIB----,E*FPIB----H****,20,121002,,,,
E*FPIC----,E*FPIC----H****,20,121003,,,,
E*FPID----,E*FPID----H****,20,121004,,,,
E*FPJ-----,E*FPJ-----H****,20,121100,,,,
E*FPJA----,E*FPJA----H****,20,121101,,,,
E*FPJB----,E*FPJB----H****,20,121102,,,,
E*FPJC----,E*FPJC----H****,20,121103,,,,
E*FPK-----,E*FPK-----H****,20,121200,,,,
,,20,121201,,,,
,,20,121202,,,,
E*FPKB----,E*FPKB----H****,20,121203,,,,
S*GPIT----,S*GPIT----H****,20,121300,,,,
S*GPIBA---,S*GPIBA---H****,20,121301,,,,
E*FPLA----,E*FPLA----H****,20,121302,,,,
E*FPLD----,E*FPLD----H****,20,121303,,,,
E*FPLE----,E*FPLE----H****,20,121304,,,,
E*FPLF----,E*FPLF----H****,20,121305,,,,
E*FPLH----,E*FPLH----H****,20,121306,,,,
E*FPLJ----,E*FPLJ----H****,20,121307,,,,
E*FPLK----,E*FPLK----H****,20,121308,,,,
S*GPIBN---,S*GPIBN---H****,20,121309,,,,
S*GPIMS---,S*GPIMS---H****,20,121310,,,,
E*FPLM----,E*FPLM----H****,20,121311,,,,
E*FPLO----,E*FPLO----H****,20,121312,,,,
E*FPLP----,E*FPLP----H****,20,121313,,,,
,,20,121400,,,,
E*FPMA----,E*FPMA----*****,20,121401,,,,
E*FPMB----,E*FPMB----H****,20,121402,,,,
E*FPMC----,E*FPMC----*****,20,121403,,,,
E*FPMD----,E*FPMD----H****,20,121404,,,,
E*FPME----,E*FPME----H****,20,121405,,,,
E*FPMF----,E*FPMF----H****,20,121406,,,,
E*FPMG----,E*FPMG----H****,20,121407,,,,
E*FPMH----,E*FPMH----H****,20,121408,,,,
